Entrez_ID	DiseaseName	Disease_MeSHorOMIM_ID
79722	Chloracne	MESH:D054506
122416	Arthritis, Juvenile	MESH:D001171
23294	Coronary Artery Disease	MESH:D003324
56899	Hepatolenticular Degeneration	MESH:D006527
203286	Cardiovascular Abnormalities	MESH:D018376
203286	Kidney Diseases, Cystic	MESH:D052177
203286	Liver Cirrhosis	MESH:D008103
203286	Polycystic Kidney, Autosomal Dominant	MESH:D016891
203286	Situs Inversus	MESH:D012857
54443	Polycystic Ovary Syndrome	MESH:D011085
63982	Seizures, Febrile	MESH:D003294
121601	Endometriosis	MESH:D004715
121601	Substance-Related Disorders	MESH:D019966
203859	GNATHODIAPHYSEAL DYSPLASIA	OMIM:166260
203859	Miyoshi Muscular Dystrophy 3	MESH:C567645
203859	Muscular Dystrophy, Limb-Girdle, Type 2L	MESH:C566968
196527	Liver Cirrhosis, Experimental	MESH:D008106
196527	Scott Syndrome	MESH:C563120
196527	Spondylitis, Ankylosing	MESH:D013167
3730	Kallmann Syndrome	MESH:D017436
8125	Colorectal Neoplasms	MESH:D015179
290	Urinary Bladder Neoplasms	MESH:D001749
84168	Hemangioma, capillary infantile	MESH:C535860
118429	Contracture	MESH:D003286
118429	Fibroma	MESH:D005350
118429	Gingival Hypertrophy	MESH:D005886
118429	Hyalinosis, Systemic	MESH:D057770
118429	Osteolysis	MESH:D010014
118429	Osteoporosis	MESH:D010024
118429	Spondylitis, Ankylosing	MESH:D013167
301	Adenocarcinoma of lung	MESH:C538231
301	Carcinoma	MESH:D002277
301	Carcinoma, Squamous Cell	MESH:D002294
301	Craniofacial Abnormalities	MESH:D019465
301	Esophageal Squamous Cell Carcinoma	MESH:C562729
301	Hypertension	MESH:D006973
301	Kidney Diseases	MESH:D007674
301	Liver Cirrhosis, Experimental	MESH:D008106
301	Lymphatic Metastasis	MESH:D008207
301	Mammary Neoplasms, Animal	MESH:D015674
301	Mammary Neoplasms, Experimental	MESH:D008325
301	Mouth Neoplasms	MESH:D009062
301	Neoplasm Invasiveness	MESH:D009361
301	Neoplasm Metastasis	MESH:D009362
301	Prostatic Neoplasms	MESH:D011471
301	Stomach Diseases	MESH:D013272
311	Sarcoidosis	MESH:D012507
302	Carcinoma, Squamous Cell	MESH:D002294
302	Drug-Induced Liver Injury	MESH:D056486
302	Leukemia, Myeloid, Acute	MESH:D015470
302	Liver Cirrhosis, Experimental	MESH:D008106
302	Liver Neoplasms	MESH:D008113
302	Lung Neoplasms	MESH:D008175
302	Mammary Neoplasms, Animal	MESH:D015674
302	Mesothelioma, Malignant	MESH:C562839
302	Mouth Neoplasms	MESH:D009062
302	Neoplasm Invasiveness	MESH:D009361
302	Osteoporosis	MESH:D010024
302	Weight Gain	MESH:D015430
389289	Urinary Bladder Neoplasms	MESH:D001749
306	Arthritis, Rheumatoid	MESH:D001172
306	Liver Cirrhosis, Experimental	MESH:D008106
306	Lupus Erythematosus, Systemic	MESH:D008180
306	Ovarian Neoplasms	MESH:D010051
306	Prostatic Neoplasms	MESH:D011471
307	Carcinoma	MESH:D002277
307	Carcinoma, Hepatocellular	MESH:D006528
307	Carcinoma, Renal Cell	MESH:D002292
307	Leukemia, Myeloid, Acute	MESH:D015470
307	Liver Cirrhosis, Experimental	MESH:D008106
307	Liver Neoplasms	MESH:D008113
307	Mammary Neoplasms, Animal	MESH:D015674
307	Mammary Neoplasms, Experimental	MESH:D008325
307	Neoplasm Metastasis	MESH:D009362
307	Precancerous Conditions	MESH:D011230
307	Prostatic Neoplasms	MESH:D011471
308	Adenocarcinoma of lung	MESH:C538231
308	Carcinoma, Squamous Cell	MESH:D002294
308	Hepatolenticular Degeneration	MESH:D006527
308	Leukemia, Myeloid, Acute	MESH:D015470
308	Liver Cirrhosis, Experimental	MESH:D008106
308	Mouth Neoplasms	MESH:D009062
308	Pre-Eclampsia	MESH:D011225
308	Stomach Neoplasms	MESH:D013274
308	Weight Gain	MESH:D015430
309	Leukemia, Myeloid, Acute	MESH:D015470
310	Liver Neoplasms	MESH:D008113
313	Amphetamine-Related Disorders	MESH:D019969
26	Cardiomegaly	MESH:D006332
26	Hypertension	MESH:D006973
8639	Diabetes Mellitus	MESH:D003920
8639	Diabetes Mellitus, Experimental	MESH:D003921
8639	Diabetic Nephropathies	MESH:D003928
8639	Hypertension	MESH:D006973
8639	Paratuberculosis	MESH:D010283
8639	Renal Insufficiency, Chronic	MESH:D051436
316	Prostatic Neoplasms	MESH:D011471
1174	Cholestasis, Intrahepatic	MESH:D002780
1174	Erythrokeratodermia Variabilis 3	MESH:C563739
1174	Lipidoses	MESH:D008064
8905	Liver Cirrhosis, Experimental	MESH:D008106
8905	Mental retardation, X-linked, syndromic 5	MESH:C535773
1175	Familial benign hypercalcemia, type 3	MESH:C537147
8546	Hermansky Pudlak syndrome 2	MESH:C537709
1176	Liver Cirrhosis, Experimental	MESH:D008106
10239	Diabetes Mellitus, Type 2	MESH:D003924
23431	Intellectual Disability	MESH:D008607
23431	STUTTERING, FAMILIAL PERSISTENT, 1	OMIM:184450
9179	Intellectual Disability	MESH:D008607
9179	Spastic Paraplegia-50, Autosomal Recessive	MESH:C567858
55745	Carcinoma, Renal Cell	MESH:D002292
9907	SPASTIC PARAPLEGIA 48, AUTOSOMAL RECESSIVE	OMIM:613647
317	Carcinoma, Renal Cell	MESH:D002292
317	Carcinoma, Transitional Cell	MESH:D002295
317	Craniofacial Abnormalities	MESH:D019465
317	Eye Abnormalities	MESH:D005124
317	Liver Cirrhosis, Experimental	MESH:D008106
317	Retinal Detachment	MESH:D012163
317	Skin Abnormalities	MESH:D012868
54518	Liver Cirrhosis, Experimental	MESH:D008106
323	Alzheimer Disease	MESH:D000544
323	Weight Gain	MESH:D015430
324	Aberrant Crypt Foci	MESH:D058739
324	Adenocarcinoma	MESH:D000230
324	Adenoma	MESH:D000236
324	Adenomatous Polyposis Coli	MESH:D011125
324	Adenomatous Polyps	MESH:D018256
324	Anemia, Macrocytic	MESH:D000748
324	Autistic Disorder	MESH:D001321
324	Carcinoma, Hepatocellular	MESH:D006528
324	Carcinoma, Non-Small-Cell Lung	MESH:D002289
324	Cell Transformation, Neoplastic	MESH:D002471
324	Colonic Neoplasms	MESH:D003110
324	Colorectal Neoplasms	MESH:D015179
324	Colorectal Neoplasms, Hereditary Nonpolyposis	MESH:D003123
324	Desmoid disease, hereditary	MESH:C535944
324	Eye Abnormalities	MESH:D005124
324	Fibromatosis, Abdominal	MESH:D018221
324	Fibromatosis, Aggressive	MESH:D018222
324	Gastrointestinal Hemorrhage	MESH:D006471
324	Gastrointestinal Neoplasms	MESH:D005770
324	Glioblastoma	MESH:D005909
324	Hyperlipidemias	MESH:D006949
324	Inflammatory Bowel Diseases	MESH:D015212
324	Intellectual Disability	MESH:D008607
324	Intestinal Neoplasms	MESH:D007414
324	Intestinal Polyps	MESH:D007417
324	Leukocytosis	MESH:D007964
324	Liver Neoplasms	MESH:D008113
324	Lung Neoplasms	MESH:D008175
324	Mammary Neoplasms, Animal	MESH:D015674
324	Medulloblastoma	MESH:D008527
324	Mesothelioma	MESH:D008654
324	Prostatic Neoplasms	MESH:D011471
324	Rectal Neoplasms	MESH:D012004
324	Respiratory Distress Syndrome, Adult	MESH:D012128
324	Splenomegaly	MESH:D013163
324	Stomach Neoplasms	MESH:D013274
324	Turcot syndrome	MESH:C536928
10297	Breast Neoplasms	MESH:D001943
10297	Colorectal Neoplasms	MESH:D015179
10297	Inflammatory Bowel Diseases	MESH:D015212
147495	Hypotrichosis simplex	MESH:C537160
325	Carcinoma, Hepatocellular	MESH:D006528
325	Coronary Artery Disease	MESH:D003324
325	Heart Failure	MESH:D006333
325	Liver Neoplasms	MESH:D008113
328	Brain Injuries	MESH:D001930
328	Carcinoma, Hepatocellular	MESH:D006528
328	Disease Progression	MESH:D018450
328	Genetic Predisposition to Disease	MESH:D020022
328	Heart Diseases	MESH:D006331
328	Melanoma	MESH:D008545
328	Micronuclei, Chromosome-Defective	MESH:D048629
328	Prostatic Neoplasms	MESH:D011471
328	Seizures	MESH:D012640
328	Stomach Neoplasms	MESH:D013274
180783	Nerve Degeneration	MESH:D009410
334	Myocardial Ischemia	MESH:D017202
334	Nerve Degeneration	MESH:D009410
57136	Liver Cirrhosis, Experimental	MESH:D008106
335	Acute Lung Injury	MESH:D055371
335	Adenocarcinoma	MESH:D000230
335	Adenocarcinoma of lung	MESH:C538231
335	Amyloidosis, familial visceral	MESH:C538249
335	Anoxia	MESH:D000860
335	Ataxia with vitamin E deficiency	MESH:C535393
335	Behcet Syndrome	MESH:D001528
335	Carcinoma, Hepatocellular	MESH:D006528
335	Coronary Artery Disease	MESH:D003324
335	Death	MESH:D003643
335	Diabetic Cardiomyopathies	MESH:D058065
335	Drug Eruptions	MESH:D003875
335	Drug-Induced Liver Injury	MESH:D056486
335	Edema	MESH:D004487
335	Glomerulonephritis, Membranous	MESH:D015433
335	HIV Infections	MESH:D015658
335	Hypertension	MESH:D006973
335	Hypoalphalipoproteinemias	MESH:D052456
335	Inflammation	MESH:D007249
335	Lung Neoplasms	MESH:D008175
335	Mesothelioma, Malignant	MESH:C562839
335	Pediatric Obesity	MESH:D063766
335	Stomach Neoplasms	MESH:D013274
335	Stroke	MESH:D020521
336	HYPERCHOLESTEROLEMIA, FAMILIAL	OMIM:143890
336	Hyperlipoproteinemia Type II	MESH:D006938
337	Atherosclerosis	MESH:D050197
337	Hyperlipoproteinemia Type II	MESH:D006938
337	Liver Cirrhosis, Experimental	MESH:D008106
337	Liver Neoplasms, Experimental	MESH:D008114
116519	Coronary Artery Disease	MESH:D003324
116519	Hyperlipoproteinemia Type III	MESH:D006952
116519	Hyperlipoproteinemia Type IV	MESH:D006953
116519	Hyperlipoproteinemia Type V	MESH:D006954
116519	Hypertriglyceridemia	MESH:D015228
116519	Pediatric Obesity	MESH:D063766
338	Ataxia with vitamin E deficiency	MESH:C535393
338	Behcet Syndrome	MESH:D001528
338	Cardiovascular Diseases	MESH:D002318
338	Coronary Disease	MESH:D003327
338	Dyslipidemias	MESH:D050171
338	Fatty Liver	MESH:D005234
338	Hypercholesterolemia	MESH:D006937
338	Hyperlipidemias	MESH:D006949
338	Hyperlipoproteinemia Type II	MESH:D006938
338	Hypertriglyceridemia	MESH:D015228
338	Hypobetalipoproteinemia, Familial, Apolipoprotein B	MESH:D052476
339	Liver Cirrhosis, Experimental	MESH:D008106
200315	Arthritis, Juvenile	MESH:D001171
200315	Breast Neoplasms	MESH:D001943
200315	Neoplasms	MESH:D009369
200315	Neoplastic Processes	MESH:D009385
9582	Adenocarcinoma of lung	MESH:C538231
9582	Breast Neoplasms	MESH:D001943
9582	Carcinoma, Squamous Cell	MESH:D002294
9582	Head and Neck Neoplasms	MESH:D006258
9582	Neoplasms	MESH:D009369
9582	Neoplastic Processes	MESH:D009385
9582	Urinary Bladder Neoplasms	MESH:D001749
9582	Uterine Cervical Neoplasms	MESH:D002583
341	Heart Failure	MESH:D006333
344	Drug Eruptions	MESH:D003875
344	Hyperlipoproteinemia Type I	MESH:D008072
344	Liver Neoplasms, Experimental	MESH:D008114
345	Cardiovascular Diseases	MESH:D002318
345	Coronary Artery Disease	MESH:D003324
345	Drug Eruptions	MESH:D003875
345	Hyperlipoproteinemias	MESH:D006951
345	Hyperlipoproteinemia Type II	MESH:D006938
345	Lung Neoplasms	MESH:D008175
347	Glioma	MESH:D005910
347	Hypokinesia	MESH:D018476
347	Learning Disorders	MESH:D007859
347	Neurodegenerative Diseases	MESH:D019636
348	Abortion, Spontaneous	MESH:D000022
348	Adenocarcinoma	MESH:D000230
348	Alzheimer Disease	MESH:D000544
348	Alzheimer disease type 2	MESH:C536595
348	Alzheimer disease type 4	MESH:C536596
348	Amyloidosis	MESH:D000686
348	Arteriosclerosis	MESH:D001161
348	Atherosclerosis	MESH:D050197
348	Cardiovascular Diseases	MESH:D002318
348	Carotid Artery Diseases	MESH:D002340
348	Carotid Stenosis	MESH:D016893
348	Cerebral Amyloid Angiopathy	MESH:D016657
348	Cognition Disorders	MESH:D003072
348	Coronary Disease	MESH:D003327
348	Drug-Induced Liver Injury	MESH:D056486
348	Dyslipidemias	MESH:D050171
348	Emphysema	MESH:D004646
348	Hearing Loss	MESH:D034381
348	Hepatolenticular Degeneration	MESH:D006527
348	Hypercholesterolemia	MESH:D006937
348	Hyperlipidemias	MESH:D006949
348	Hyperlipoproteinemia Type II	MESH:D006938
348	Hyperlipoproteinemia Type III	MESH:D006952
348	Hypertension	MESH:D006973
348	Lipoprotein Glomerulopathy	MESH:C567089
348	Lung Neoplasms	MESH:D008175
348	Macular Degeneration	MESH:D008268
348	Macular Degeneration, Age-Related, 1	MESH:C566411
348	Mercury Poisoning	MESH:D008630
348	Multiple Sclerosis	MESH:D009103
348	Multiple Sclerosis, Relapsing-Remitting	MESH:D020529
348	Myocardial Infarction	MESH:D009203
348	Nerve Degeneration	MESH:D009410
348	Obesity	MESH:D009765
348	Plaque, Atherosclerotic	MESH:D058226
348	Proteinuria	MESH:D011507
348	Psoriasis	MESH:D011565
348	Renal Insufficiency	MESH:D051437
348	Schizophrenia	MESH:D012559
348	Sea-Blue Histiocyte Syndrome	MESH:D012618
348	Seizures	MESH:D012640
348	Splenomegaly	MESH:D013163
350	Drug-Induced Liver Injury	MESH:D056486
8542	Glomerulosclerosis, Focal Segmental	MESH:D005923
23780	Cocaine-Related Disorders	MESH:D019970
23780	Marijuana Abuse	MESH:D002189
23780	Phencyclidine Abuse	MESH:D010623
23780	Schizophrenia	MESH:D012559
80832	Schizophrenia	MESH:D012559
80830	Influenza, Human	MESH:D007251
223672	Liver Cirrhosis, Experimental	MESH:D008106
28194	Liver Cirrhosis, Experimental	MESH:D008106
84334	Cytochrome-c Oxidase Deficiency	MESH:D030401
351	Aging, Premature	MESH:D019588
351	Alzheimer Disease	MESH:D000544
351	Amnesia	MESH:D000647
351	Amyloidosis	MESH:D000686
351	Anxiety Disorders	MESH:D001008
351	Brain Diseases	MESH:D001927
351	Cerebral Amyloid Angiopathy	MESH:D016657
351	Cerebral Amyloid Angiopathy, App-Related	MESH:C567787
351	Cerebral hemorrhage with amyloidosis, hereditary, Dutch type	MESH:C537944
351	Cognition Disorders	MESH:D003072
351	Dementia	MESH:D003704
351	Disease Models, Animal	MESH:D004195
351	Fragile X Syndrome	MESH:D005600
351	Learning Disorders	MESH:D007859
351	Liver Cirrhosis, Experimental	MESH:D008106
351	Memory Disorders	MESH:D008569
351	Mild Cognitive Impairment	MESH:D060825
351	Necrosis	MESH:D009336
351	Nerve Degeneration	MESH:D009410
351	Neurodegenerative Diseases	MESH:D019636
351	Neurogenic Inflammation	MESH:D020078
351	Paralysis	MESH:D010243
351	Plaque, Amyloid	MESH:D058225
351	Spinal Cord Diseases	MESH:D013118
351	Splenomegaly	MESH:D013163
351	Weight Gain	MESH:D015430
58083	Precancerous Conditions	MESH:D011230
31002	Neurodegenerative Diseases	MESH:D019636
26060	Liver Cirrhosis, Experimental	MESH:D008106
55198	Prostatic Neoplasms	MESH:D011471
55198	Substance-Related Disorders	MESH:D019966
353	Breast Neoplasms	MESH:D001943
353	Carcinoma, Renal Cell	MESH:D002292
353	Urolithiasis	MESH:D052878
54840	Early-onset ataxia with oculomotor apraxia and hypoalbuminemia	MESH:C538013
358	Carcinoma	MESH:D002277
358	Carcinoma, Adenoid Cystic	MESH:D003528
358	Choledochal Cyst	MESH:D015529
358	Edema, Cardiac	MESH:D004489
358	Hypertension	MESH:D006973
358	Hyperthyroidism	MESH:D006980
358	Mammary Neoplasms, Animal	MESH:D015674
358	Mammary Neoplasms, Experimental	MESH:D008325
358	Pain	MESH:D010146
358	Polycystic Kidney, Autosomal Recessive	MESH:D017044
358	Salivary Gland Neoplasms	MESH:D012468
358	Shock, Septic	MESH:D012772
358	Spinal Cord Injuries	MESH:D013119
359	Cardiomyopathies	MESH:D009202
359	Diabetes Insipidus, Nephrogenic	MESH:D018500
360	Carcinoma, Squamous Cell	MESH:D002294
360	Esophageal Neoplasms	MESH:D004938
360	Lymphatic Metastasis	MESH:D008207
360	Ovarian Neoplasms	MESH:D010051
360	Skin Neoplasms	MESH:D012878
360	Tongue Neoplasms	MESH:D014062
360	Urinary Bladder Neoplasms	MESH:D001749
361	Autistic Disorder	MESH:D001321
361	Neuromyelitis Optica	MESH:D009471
361	Spinal Cord Injuries	MESH:D013119
361	Status Epilepticus	MESH:D013226
362	Hernia, Diaphragmatic	MESH:D006548
364	Liver Cirrhosis, Experimental	MESH:D008106
364	Obesity	MESH:D009765
366	Arsenic Poisoning	MESH:D020261
366	Arthritis, Juvenile	MESH:D001171
366	Leukemia	MESH:D007938
366	Leukemia, Myeloid, Acute	MESH:D015470
366	Leukemia, Promyelocytic, Acute	MESH:D015473
367	Alopecia	MESH:D000505
367	Androgen-Insensitivity Syndrome	MESH:D013734
367	Astrocytoma	MESH:D001254
367	Autistic Disorder	MESH:D001321
367	Breast Neoplasms	MESH:D001943
367	Breast Neoplasms, Male	MESH:D018567
367	Bulbospinal neuronopathy, X-linked recessive	MESH:C537017
367	Carcinoma, Hepatocellular	MESH:D006528
367	Diabetes, Gestational	MESH:D016640
367	Genital Diseases, Male	MESH:D005832
367	Hypertension	MESH:D006973
367	Hypospadias 1, X-Linked	MESH:C567482
367	Infertility, Female	MESH:D007247
367	Infertility, Male	MESH:D007248
367	Insulin Resistance	MESH:D007333
367	Leukemia	MESH:D007938
367	Neoplasm Recurrence, Local	MESH:D009364
367	Prostatic Intraepithelial Neoplasia	MESH:D019048
367	Prostatic Neoplasms	MESH:D011471
367	Prostatic Neoplasms, Castration-Resistant	MESH:D064129
369	Breast Neoplasms	MESH:D001943
64411	HIV Infections	MESH:D015658
23237	Alzheimer Disease	MESH:D000544
23237	Cocaine-Related Disorders	MESH:D019970
23237	Movement Disorders	MESH:D009069
372	Ataxia	MESH:D001259
374	Arthritis, Juvenile	MESH:D001171
374	Asthma	MESH:D001249
374	Breast Neoplasms	MESH:D001943
374	Carcinoma, Non-Small-Cell Lung	MESH:D002289
374	Carcinoma, Squamous Cell	MESH:D002294
374	Endometriosis	MESH:D004715
374	Head and Neck Neoplasms	MESH:D006258
374	Myocardial Ischemia	MESH:D017202
374	Ovarian Neoplasms	MESH:D010051
374	Protoporphyria, Erythropoietic	MESH:D046351
374	Pulmonary Fibrosis	MESH:D011658
374	Stomach Neoplasms	MESH:D013274
55738	Developmental Disabilities	MESH:D002658
55738	Nervous System Diseases	MESH:D009422
84364	Disease Progression	MESH:D018450
84364	Stomach Neoplasms	MESH:D013274
10564	Heterotopia, Periventricular, Autosomal Recessive	MESH:C564292
383	Amino Acid Metabolism, Inborn Errors	MESH:D000592
383	Asthma	MESH:D001249
383	Drug-Induced Liver Injury	MESH:D056486
383	Hair Diseases	MESH:D006201
383	Hyperargininemia	MESH:D020162
383	Immune System Diseases	MESH:D007154
383	Leishmaniasis	MESH:D007896
383	Muscular Diseases	MESH:D009135
383	Precancerous Conditions	MESH:D011230
383	Silicosis	MESH:D012829
384	Asthma	MESH:D001249
384	Carcinoma, Pancreatic Ductal	MESH:D021441
384	Disease Progression	MESH:D018450
384	Hypertension, Pulmonary	MESH:D006976
384	Necrosis	MESH:D009336
384	Prostatic Neoplasms	MESH:D011471
57636	Polycystic Ovary Syndrome	MESH:D011085
23092	Leukemia, Myelomonocytic, Juvenile	MESH:D054429
79822	Endometriosis	MESH:D004715
9411	Lymphoma, Mantle-Cell	MESH:D020522
257106	Liver Cirrhosis, Experimental	MESH:D008106
257106	Polycystic Ovary Syndrome	MESH:D011085
57514	Adams Oliver syndrome	MESH:C538225
2909	Adenocarcinoma of lung	MESH:C538231
393	HIV Infections	MESH:D015658
23526	Neoplasms	MESH:D009369
23526	Pre-Eclampsia	MESH:D011225
64333	Coronary Vasospasm	MESH:D003329
64333	Liver Cirrhosis, Experimental	MESH:D008106
396	Breast Neoplasms	MESH:D001943
396	HIV Infections	MESH:D015658
396	Keloid	MESH:D007627
396	Neoplasm Metastasis	MESH:D009362
397	Acute Coronary Syndrome	MESH:D054058
397	HIV Infections	MESH:D015658
397	Liver Cirrhosis, Experimental	MESH:D008106
9639	Slowed Nerve Conduction Velocity, Autosomal Dominant	MESH:C564269
23365	Weight Gain	MESH:D015430
7984	Prostatic Neoplasms	MESH:D011471
9459	Mental Retardation, X-Linked 46	MESH:C564513
23229	Hyperekplexia and Epilepsy	MESH:C564474
23229	Mental Retardation, X-Linked	MESH:D038901
8289	Adenocarcinoma	MESH:D000230
8289	Adenocarcinoma Of Esophagus	MESH:C562730
8289	Burkitt Lymphoma	MESH:D002051
8289	Carcinoma, Adenoid Cystic	MESH:D003528
8289	Carcinoma, Hepatocellular	MESH:D006528
8289	Carcinoma, Transitional Cell	MESH:D002295
8289	Cholangiocarcinoma	MESH:D018281
8289	Coffin-Siris syndrome	MESH:C536436
8289	Colorectal Neoplasms	MESH:D015179
8289	Endometrial Neoplasms	MESH:D016889
8289	Lymphoma, T-Cell	MESH:D016399
8289	Lymphoma, T-Cell, Cutaneous	MESH:D016410
8289	Microsatellite Instability	MESH:D053842
8289	Nasopharyngeal carcinoma	MESH:C538339
8289	Neuroblastoma	MESH:D009447
8289	Sezary Syndrome	MESH:D012751
8289	Stomach Neoplasms	MESH:D013274
8289	Urinary Bladder Neoplasms	MESH:D001749
57492	Carcinoma, Hepatocellular	MESH:D006528
57492	Coffin-Siris syndrome	MESH:C536436
57492	Neuroblastoma	MESH:D009447
57492	Neurodevelopmental Disorders	MESH:D065886
196528	Carcinoma, Hepatocellular	MESH:D006528
51742	Carcinoma, Adenoid Cystic	MESH:D003528
84159	Arthritis, Rheumatoid	MESH:D001172
84159	Carcinoma, Adenoid Cystic	MESH:D003528
84159	Drug-Related Side Effects and Adverse Reactions	MESH:D064420
84159	Graves Disease	MESH:D006111
84159	Precursor Cell Lymphoblastic Leukemia-Lymphoma	MESH:D054198
115761	Liver Cirrhosis, Experimental	MESH:D008106
115761	Ovarian Neoplasms	MESH:D010051
200894	Joubert Syndrome 8	MESH:C567358
120534	Intellectual Disability	MESH:D008607
402	Melanoma	MESH:D008545
221079	Melanoma	MESH:D008545
84100	Bardet-Biedl syndrome 1	MESH:C537909
84100	Retinitis Pigmentosa	MESH:D012174
84100	RETINITIS PIGMENTOSA 55	OMIM:613575
23204	Prostatic Neoplasms	MESH:D011471
10550	Stomach Neoplasms	MESH:D013274
10550	Substance Withdrawal Syndrome	MESH:D013375
127829	Liver Cirrhosis, Experimental	MESH:D008106
51309	Liver Cirrhosis, Experimental	MESH:D008106
387715	Macular Degeneration	MESH:D008268
405	Abortion, Spontaneous	MESH:D000022
405	Colorectal Neoplasms	MESH:D015179
405	Drug-Induced Liver Injury	MESH:D056486
405	Endometriosis	MESH:D004715
405	Liver Cirrhosis	MESH:D008103
405	Melanoma	MESH:D008545
405	Neoplasms, Experimental	MESH:D009374
405	Precursor Cell Lymphoblastic Leukemia-Lymphoma	MESH:D054198
406	Abnormalities, Multiple	MESH:D000015
406	Infertility, Female	MESH:D007247
406	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	MESH:D015464
406	Myocardial Ischemia	MESH:D017202
10095	Liver Cirrhosis, Experimental	MESH:D008106
10109	Colitis, Ulcerative	MESH:D003093
408	Liver Cirrhosis	MESH:D008103
409	Amphetamine-Related Disorders	MESH:D019969
409	Liver Cirrhosis, Experimental	MESH:D008106
57561	Breast Neoplasms	MESH:D001943
410	Leukodystrophy, Metachromatic	MESH:D007966
411	Mucopolysaccharidosis VI	MESH:D009087
415	Chondrodysplasia punctata, brachytelephalangic	MESH:C535941
9048	Breast Neoplasms	MESH:D001943
170302	Epileptic Encephalopathy, Early Infantile, 1	MESH:C567924
170302	Lissencephaly, X-Linked, 2	MESH:C564563
170302	Mental Retardation, X-Linked, With Or Without Seizures, Arx-Related	MESH:C563150
170302	Partington X-linked mental retardation syndrome	MESH:C536300
170302	Proud Syndrome	MESH:C563110
57412	Arsenic Poisoning	MESH:D020261
57412	Attention Deficit Disorder with Hyperactivity	MESH:D001289
57412	Birth Weight	MESH:D001724
57412	Developmental Disabilities	MESH:D002658
57412	Neoplasms, Glandular and Epithelial	MESH:D009375
57412	Urinary Bladder Neoplasms	MESH:D001749
427	Farber Lipogranulomatosis	MESH:D055577
427	Lipidoses	MESH:D008064
427	Liver Cirrhosis, Experimental	MESH:D008106
56624	Liver Diseases	MESH:D008107
50807	Tuberculosis, Pulmonary	MESH:D014397
50807	Urinary Bladder Neoplasms	MESH:D001749
136371	Glaucoma 1, Open Angle, F	MESH:C566383
142685	Carcinoma, Renal Cell	MESH:D002292
10973	Intellectual Disability	MESH:D008607
429	Acute Lung Injury	MESH:D055371
429	Congenital central hypoventilation syndrome	MESH:C536209
429	Intellectual Disability	MESH:D008607
429	Nervous System Diseases	MESH:D009422
429	Small Cell Lung Carcinoma	MESH:D055752
430	Colonic Neoplasms	MESH:D003110
25842	Melanoma	MESH:D008545
55870	Liver Neoplasms	MESH:D008113
55870	Neurodevelopmental Disorders	MESH:D065886
41	Brain Injuries	MESH:D001930
41	Brain Ischemia	MESH:D002545
41	Inflammation	MESH:D007249
40	Autistic Disorder	MESH:D001321
40	Inflammation	MESH:D007249
9311	Inflammation	MESH:D007249
434	Carcinoma, Basal Cell	MESH:D002280
434	Melanoma	MESH:D008545
434	Skin Neoplasms	MESH:D012878
435	Argininosuccinic Aciduria	MESH:D056807
438	Autistic Disorder	MESH:D001321
438	Hepatolenticular Degeneration	MESH:D006527
8623	Leukemia, Myeloid, Acute	MESH:D015470
440	Lipidoses	MESH:D008064
440	Liver Cirrhosis, Experimental	MESH:D008106
440	Liver Neoplasms	MESH:D008113
443	Canavan Disease	MESH:D017825
374569	Anaphylaxis	MESH:D000707
374569	Anemia	MESH:D000740
374569	Choledocholithiasis	MESH:D042883
374569	Cholelithiasis	MESH:D002769
374569	Fever	MESH:D005334
374569	Hematuria	MESH:D006417
374569	Leukopenia	MESH:D007970
374569	Thrombocytopenia	MESH:D013921
374569	Vomiting	MESH:D014839
259266	Carcinoma, Adenoid Cystic	MESH:D003528
259266	Microcephaly, Primary Autosomal Recessive, 5	MESH:C563871
259266	Polycystic Ovary Syndrome	MESH:D011085
259266	Salivary Gland Neoplasms	MESH:D012468
54829	Intervertebral disc disease	MESH:C535531
54829	Keloid	MESH:D007627
54829	Liver Cirrhosis, Experimental	MESH:D008106
54829	Osteoarthritis	MESH:D010003
79058	Sarcoma, Alveolar Soft Part	MESH:D018234
80150	Dermatitis, Allergic Contact	MESH:D017449
445	Citrullinemia	MESH:D020159
445	Diabetic Angiopathies	MESH:D003925
460	Brain Injuries	MESH:D001930
23245	Amphetamine-Related Disorders	MESH:D019969
23245	Autistic Disorder	MESH:D001321
23245	Migraine without Aura	MESH:D020326
171023	Bohring syndrome	MESH:C537419
171023	Leukemia, Myelomonocytic, Juvenile	MESH:D054429
171023	Leukemia, Promyelocytic, Acute	MESH:D015473
171023	Myelodysplastic Syndromes	MESH:D009190
171023	Neoplasm Recurrence, Local	MESH:D009364
55252	Leukemia, Myeloid, Acute	MESH:D015470
55252	Urinary Bladder Neoplasms	MESH:D001749
80816	Lymphoma, T-Cell	MESH:D016399
80816	Neurodevelopmental Disorders	MESH:D065886
136991	Prostatic Neoplasms	MESH:D011471
55210	Prostatic Neoplasms	MESH:D011471
79915	Ovarian epithelial cancer	MESH:C538090
85300	Cerebellar Ataxia, Cayman Type	MESH:C563363
466	Polycystic Ovary Syndrome	MESH:D011085
1386	Disease Progression	MESH:D018450
1386	Neoplasms	MESH:D009369
467	Carcinoma, Non-Small-Cell Lung	MESH:D002289
467	Cardiomyopathies	MESH:D009202
467	Diabetes Mellitus, Experimental	MESH:D003921
